season,event,champion,games_contests,pick_ban_ratio,banned_games,played_games,played_by_number_of_players,win,lose,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share
12,Play in,Garen,1,2.1,,1,1.0,0,1,0.0,5.0,5.0,1.0,1.2,203.0,6.59,10.9,353.0,10300.0,334.0,50.0,41.7,21.8
12,Play in,Rumble,1,2.1,,1,1.0,0,1,0.0,0.0,2.0,5.0,2.5,309.0,8.18,13.2,349.0,14400.0,381.0,71.4,0.0,21.6
12,Play in,Sion,1,2.1,,1,1.0,0,1,0.0,1.0,4.0,1.0,0.5,215.0,8.23,8.6,331.0,8700.0,333.0,33.3,16.7,21.9
12,Play in,Soraka,1,2.1,,1,1.0,0,1,0.0,1.0,4.0,11.0,3.0,13.0,0.32,8.3,207.0,3600.0,90.0,85.7,7.1,12.4
12,Play in,Teemo,1,2.1,,1,1.0,0,1,0.0,1.0,9.0,3.0,0.44,145.0,5.55,7.4,285.0,13500.0,516.0,66.7,16.7,18.8
12,Play in,Tryndamere,1,2.1,,1,1.0,0,1,0.0,2.0,4.0,1.0,0.75,323.0,9.13,13.5,382.0,12500.0,353.0,75.0,50.0,24.4
12,Play in,Vladimir,1,2.1,,1,1.0,0,1,0.0,2.0,1.0,0.0,2.0,206.0,8.09,8.5,334.0,10200.0,401.0,33.3,33.3,22.6
12,Play in,Xin Zhao,1,2.1,,1,1.0,0,1,0.0,2.0,4.0,1.0,0.75,139.0,5.41,7.7,299.0,6600.0,256.0,75.0,50.0,19.2
12,Play in,Zilean,1,2.1,,1,1.0,0,1,0.0,3.0,5.0,2.0,1.0,176.0,6.03,9.3,319.0,13200.0,452.0,50.0,30.0,20.8
12,Main,Nautilus,18,22.5,11.0,7,6.0,1,6,14.3,0.71,4.43,5.0,1.29,35.57,1.02,7.1,204.0,3800.0,109.0,57.1,7.1,12.1
12,Main,Bel'Veth,11,13.8,5.0,6,5.0,1,5,16.7,1.67,3.33,3.67,1.6,170.5,6.11,9.3,335.0,7000.0,251.0,57.1,17.9,20.3
12,Main,Tristana,10,12.5,4.0,6,6.0,1,5,16.7,2.0,2.83,2.33,1.53,243.33,9.23,10.5,399.0,9600.0,363.0,56.5,26.1,24.4
12,Main,Ezreal,8,10.0,3.0,5,4.0,1,4,20.0,2.2,2.6,2.6,1.85,324.2,9.84,14.3,435.0,24000.0,729.0,51.1,23.4,25.0
12,Main,Galio,8,10.0,4.0,4,4.0,1,3,25.0,1.75,3.75,5.0,1.8,241.0,7.27,11.6,349.0,15000.0,453.0,67.5,17.5,20.5
12,Main,Syndra,7,8.8,2.0,5,4.0,0,5,0.0,1.8,3.4,4.2,1.76,228.2,6.84,11.4,342.0,16900.0,506.0,73.2,22.0,21.1
12,Main,Seraphine,6,7.5,2.0,4,3.0,0,4,0.0,0.75,2.5,4.75,2.2,277.5,8.42,11.4,345.0,10300.0,313.0,64.7,8.8,20.7
12,Main,Senna,6,7.5,3.0,3,3.0,0,3,0.0,0.33,3.0,4.0,1.44,51.33,1.62,8.2,258.0,8000.0,252.0,76.5,5.9,15.8
12,Main,Nidalee,6,7.5,4.0,2,2.0,1,1,50.0,3.0,1.5,4.5,5.0,207.5,7.44,11.3,407.0,18900.0,679.0,78.9,31.6,22.1
12,Main,Pyke,6,7.5,5.0,1,1.0,0,1,0.0,2.0,8.0,4.0,0.75,47.0,1.19,10.1,256.0,8400.0,213.0,60.0,20.0,14.8
12,Main,Kennen,5,6.3,2.0,3,3.0,1,2,33.3,2.0,3.67,3.33,1.45,235.67,7.55,11.0,352.0,15800.0,507.0,59.3,22.2,21.0
12,Main,Alistar,4,5.0,2.0,2,2.0,1,1,50.0,1.0,2.0,10.0,5.5,26.5,0.89,7.2,241.0,4700.0,156.0,66.7,6.1,12.4
12,Main,Kayn,4,5.0,2.0,2,1.0,0,2,0.0,3.0,3.0,5.0,2.67,210.5,5.95,12.1,343.0,14900.0,421.0,88.9,33.3,21.0
12,Main,Swain,3,3.8,1.0,2,2.0,1,1,50.0,2.0,1.5,4.5,4.33,212.5,8.25,9.4,367.0,12800.0,495.0,76.5,23.5,21.8
12,Main,Karthus,3,3.8,2.0,1,1.0,1,0,100.0,9.0,5.0,11.0,4.0,266.0,6.4,18.9,455.0,54700.0,1316.0,95.2,42.9,26.0
12,Main,Nocturne,3,3.8,2.0,1,1.0,1,0,100.0,5.0,4.0,8.0,3.25,171.0,5.53,11.5,373.0,11600.0,374.0,56.5,21.7,17.2
12,Main,Bard,2,2.5,,2,2.0,1,1,50.0,0.0,1.0,7.5,7.5,38.5,1.07,7.5,211.0,4800.0,133.0,55.6,0.0,12.3
12,Main,Blitzcrank,2,2.5,,2,2.0,1,1,50.0,0.5,2.5,7.0,3.0,31.5,1.21,6.4,245.0,4000.0,154.0,60.0,4.0,13.0
12,Main,Gwen,2,2.5,,2,2.0,1,1,50.0,2.0,3.5,3.5,1.57,277.5,7.73,13.7,383.0,23000.0,641.0,55.0,20.0,21.0
12,Main,Jhin,2,2.5,,2,2.0,1,1,50.0,2.0,2.0,7.0,4.5,227.0,7.91,11.0,384.0,14200.0,493.0,75.0,16.7,20.2
12,Main,Xayah,2,2.5,,2,2.0,1,1,50.0,5.5,0.5,3.5,18.0,430.0,10.77,19.1,478.0,27000.0,676.0,85.7,52.4,27.3
12,Main,Rakan,2,2.5,1.0,1,1.0,1,0,100.0,0.0,3.0,15.0,5.0,38.0,1.13,8.3,247.0,6000.0,178.0,83.3,0.0,12.8
12,Main,Darius,2,2.5,1.0,1,1.0,0,1,0.0,4.0,2.0,5.0,4.5,228.0,6.57,12.9,373.0,15000.0,432.0,60.0,26.7,20.8
12,Main,Fiddlesticks,2,2.5,1.0,1,1.0,0,1,0.0,2.0,3.0,1.0,1.0,127.0,5.07,7.4,295.0,8500.0,340.0,50.0,33.3,19.6
12,Main,Singed,2,2.5,1.0,1,1.0,0,1,0.0,1.0,3.0,3.0,1.33,150.0,4.98,7.8,258.0,5200.0,173.0,80.0,20.0,16.2
12,Main,Shen,1,1.3,,1,1.0,1,0,100.0,2.0,0.0,4.0,6.0,247.0,7.59,12.4,380.0,12500.0,383.0,40.0,13.3,19.2
12,Main,Anivia,1,1.3,,1,1.0,0,1,0.0,1.0,3.0,3.0,1.33,274.0,8.69,11.3,359.0,13700.0,434.0,57.1,14.3,23.0
12,Main,Irelia,1,1.3,,1,1.0,0,1,0.0,1.0,8.0,2.0,0.38,248.0,7.28,11.5,339.0,15900.0,466.0,17.6,5.9,19.5
12,Main,Malphite,1,1.3,,1,1.0,0,1,0.0,0.0,5.0,5.0,1.0,233.0,6.85,10.8,318.0,14500.0,426.0,45.5,0.0,18.7
12,Main,Nasus,1,1.3,,1,1.0,0,1,0.0,0.0,4.0,3.0,0.75,15.0,0.5,5.7,190.0,6100.0,203.0,75.0,0.0,12.1
12,Main,Rumble,1,1.3,,1,1.0,0,1,0.0,2.0,6.0,1.0,0.5,234.0,7.74,10.5,347.0,11600.0,385.0,75.0,50.0,22.1
12,Main,Wukong,1,1.3,,1,1.0,0,1,0.0,2.0,5.0,5.0,1.4,159.0,3.75,11.4,270.0,11900.0,281.0,63.6,18.2,16.9
12,Main,Xin Zhao,1,1.3,,1,1.0,0,1,0.0,1.0,3.0,3.0,1.33,179.0,6.27,9.0,316.0,7600.0,266.0,100.0,25.0,20.5
