champion,win_rate,kda_enhanced,efficiency_score,impact_score,dataset_type,season,patch,has_blue_team,has_red_team,teams_balanced,player,kda,player_efficiency,kill_participation,economic_impact,id 
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,860
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,861
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,862
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,863
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,864
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,865
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,866
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,867
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,868
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,869
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,870
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,871
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,872
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,873
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,874
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,875
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,876
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,877
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,878
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,879
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,880
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,881
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,882
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,883
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,884
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,885
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,886
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,887
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,888
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,889
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,890
,,,,,match,6.0,6.18,1.0,1.0,1.0,,,,,,891
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,892
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,893
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,894
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,895
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,896
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,897
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,898
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,899
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,900
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,901
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,902
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,903
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,904
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,905
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,906
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,907
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,908
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,909
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,910
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,911
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,912
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,913
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,914
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,915
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,916
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,917
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,918
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,919
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,920
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,921
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,922
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,923
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,924
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,925
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,926
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,927
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,928
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,929
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,930
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,931
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,932
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,933
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,934
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,935
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,936
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,937
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,938
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,939
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,940
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,941
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,942
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,943
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,944
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,945
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,946
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,947
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,948
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,949
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,950
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,951
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,952
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,953
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,954
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,955
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,956
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,957
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,958
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,959
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,960
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,961
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,962
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,963
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,964
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,965
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,966
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,967
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,968
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,969
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,970
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,971
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,972
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,973
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,974
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,975
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,976
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,977
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,978
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,979
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,980
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,981
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,982
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,983
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,984
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,985
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,986
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,987
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,988
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,989
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,990
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,991
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,992
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,993
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,994
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,995
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,996
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,997
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,998
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,999
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,1000
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,1001
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,1002
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,1003
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,1004
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,1005
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,1006
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,1007
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,1008
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,1009
,,,,,match,7.0,7.18,1.0,1.0,1.0,,,,,,1010
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1011
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1012
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1013
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1014
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1015
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1016
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1017
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1018
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1019
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1020
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1021
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1022
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1023
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1024
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1025
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1026
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1027
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1028
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1029
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1030
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1031
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1032
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1033
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1034
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1035
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1036
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1037
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1038
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1039
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1040
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1041
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1042
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1043
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1044
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1045
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1046
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1047
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1048
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1049
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1050
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1051
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1052
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1053
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1054
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1055
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1056
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1057
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1058
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1059
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1060
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1061
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1062
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1063
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1064
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1065
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1066
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1067
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1068
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1069
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1070
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1071
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1072
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1073
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1074
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1075
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1076
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1077
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1078
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1079
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1080
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1081
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1082
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1083
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1084
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1085
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1086
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1087
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1088
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1089
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1090
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1091
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1092
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1093
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1094
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1095
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1096
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1097
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1098
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1099
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1100
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1101
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1102
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1103
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1104
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1105
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1106
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1107
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1108
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1109
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1110
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1111
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1112
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1113
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1114
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1115
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1116
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1117
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1118
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1119
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1120
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1121
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1122
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1123
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1124
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1125
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1126
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1127
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1128
,,,,,match,8.0,8.19,1.0,1.0,1.0,,,,,,1129
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1130
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1131
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1132
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1133
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1134
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1135
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1136
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1137
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1138
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1139
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1140
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1141
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1142
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1143
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1144
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1145
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1146
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1147
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1148
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1149
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1150
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1151
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1152
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1153
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1154
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1155
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1156
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1157
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1158
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1159
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1160
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1161
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1162
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1163
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1164
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1165
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1166
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1167
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1168
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1169
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1170
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1171
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1172
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1173
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1174
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1175
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1176
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1177
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1178
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1179
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1180
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1181
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1182
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1183
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1184
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1185
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1186
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1187
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1188
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1189
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1190
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1191
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1192
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1193
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1194
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1195
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1196
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1197
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1198
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1199
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1200
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1201
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1202
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1203
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1204
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1205
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1206
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1207
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1208
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1209
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1210
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1211
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1212
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1213
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1214
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1215
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1216
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1217
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1218
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1219
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1220
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1221
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1222
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1223
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1224
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1225
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1226
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1227
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1228
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1229
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1230
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1231
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1232
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1233
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1234
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1235
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1236
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1237
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1238
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1239
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1240
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1241
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1242
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1243
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1244
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1245
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1246
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1247
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1248
,,,,,match,9.0,9.19,1.0,1.0,1.0,,,,,,1249
,,,,,match,10.0,10.19,1.0,1.0,1.0,,,,,,1250
,,,,,match,10.0,10.19,1.0,1.0,1.0,,,,,,1251
,,,,,match,10.0,10.19,1.0,1.0,1.0,,,,,,1252
,,,,,match,10.0,10.19,1.0,1.0,1.0,,,,,,1253
,,,,,match,10.0,10.19,1.0,1.0,1.0,,,,,,1254
,,,,,match,10.0,10.19,1.0,1.0,1.0,,,,,,1255
,,,,,match,10.0,10.19,1.0,1.0,1.0,,,,,,1256
,,,,,match,10.0,10.19,1.0,1.0,1.0,,,,,,1257
,,,,,match,10.0,10.19,1.0,1.0,1.0,,,,,,1258
,,,,,match,10.0,10.19,1.0,1.0,1.0,,,,,,1259
,,,,,match,10.0,10.19,1.0,1.0,1.0,,,,,,1260
